year,horsepower,inv_price_decision_tree,longitude,inv_price_lasso,front_legroom,cylinders,width,torque_rpm,franchise_dealer,mileage,wheel_system_FWD,max_torque,city_East Hartford,inv_price_ridge,model_name_Grand Cherokee,inv_price_random_forest,is_new,fuel_tank_volume,savings_amount,interior_color_Gray,latitude,make_name_other
0.9069767441860463,0.18080667593880387,0.7610660154053794,0.5813302970752297,0.8550017722032008,0.17628205128205132,0.1111111111111111,0.4069478908188584,0.15873015873015872,False,0.12209208707408589,0,0.21370499419279904,0,0.888282203847991,0,0.7177394615013677,False,0.14871794871794872,0.11889696117490821,0,0.9176709873986625,1
0.9069767441860463,0.27399165507649514,0.7158103840568384,0.5520935401054299,0.8556817240984778,0.22435897435897445,0.1111111111111111,0.4590570719602973,0.2857142857142857,True,0.16367862188397211,0,0.26248548199767713,0,0.9037450645337677,0,0.701663678685966,False,0.16666666666666666,0.05780798375126943,0,0.9230510573559744,1
0.9069767441860463,0.27399165507649514,0.7618184258541676,0.5520935401054299,0.8633414757550537,0.22435897435897445,0.1111111111111111,0.4590570719602973,0.2857142857142857,True,0.05133907548344954,0,0.26248548199767713,0,0.905812388838485,0,0.7166604844883557,False,0.16666666666666666,0.06499492227169752,0,0.9230510573559744,1
0.7441860465116292,0.08623087621696801,0.29848017313161823,0.5636765728236659,,0.21794871794871828,0.1111111111111111,0.08188585607940468,0.6507936507936508,False,0.5513223655227939,1,0.0627177700348432,0,,0,0.1601234242227605,False,0.10769230769230767,0.07679087571283492,1,0.9208859072512027,1
0.9767441860465098,0.23922114047287898,0.8496697641731175,0.5520935401054299,0.9109577731183311,0.23717948717948745,0.1111111111111111,0.43176178660049613,0.4444444444444444,True,4.557261996992207e-05,0,0.23344947735191635,0,0.9343930431805643,0,0.8331897640815069,True,0.1846153846153846,0.0,0,0.9230510573559744,1
0.9767441860465098,0.12795549374130735,0.7423624380134017,0.6069541988493601,0.8553376723819588,0.16346153846153855,0.1111111111111111,0.17369727047146388,0.2857142857142857,True,0.078940892311899,0,0.14982578397212543,0,0.8853364072348975,0,0.7075387517303597,True,0.1692307692307692,0.0,0,0.9158625949816085,0
0.9302325581395365,0.5104311543810849,0.8372936701649729,0.5813302970752297,0.9089451293395185,0.17948717948717952,0.5555555555555556,0.4913151364764268,0.25396825396825395,False,0.1529477889683878,0,0.470383275261324,0,0.9310867584768887,0,0.8481293255359041,False,0.2974358974358975,0.592219357862667,0,0.9176709873986625,1
0.9767441860465098,0.4408901251738526,0.8676318358828057,0.6400282459588027,0.9192536209973563,0.16346153846153855,0.5555555555555556,0.4094292803970223,0.5952380952380952,True,6.683984262255237e-05,0,0.39024390243902435,1,0.9452887949191426,0,0.8532366149365211,True,0.4358974358974359,0.0,0,0.958357766450835,1
0.9069767441860463,0.3949930458970793,0.9125934483948204,0.5813302970752297,0.8959504526546904,0.14423076923076938,0.3333333333333333,0.46401985111662514,0.20634920634920634,False,0.04834951161342266,0,0.34262485481997673,0,0.9258270379755804,0,0.8118563713502152,False,0.4461538461538461,0.20803062260760877,0,0.9176709873986625,1
0.6744186046511587,0.2656467315716272,0.2794870958872335,0.5636765728236659,0.2544342383096263,0.1923076923076923,0.3333333333333333,0.14640198511166247,0.7142857142857143,False,0.6726397180573911,0,0.19976771196283388,0,0.544189089161344,0,0.1812118908434508,False,0.17692307692307693,0.02913834856651824,1,0.9208859072512027,1
0.9302325581395365,0.07232267037552156,0.5289226218951393,0.6153404021217312,0.6407107030789028,0.16346153846153855,0.1111111111111111,0.13151364764268014,0.7380952380952381,True,0.13116103844810037,1,0.05110336817653892,0,0.7520431477286014,0,0.4773379734627885,False,0.13333333333333333,0.01609249277400203,1,0.9169123647293765,0
0.9767441860465098,0.26703755215577185,0.7676067494048133,0.6400282459588027,0.8835376665845689,0.16987179487179516,0.3333333333333333,0.18858560794044665,0.4444444444444444,True,4.25344453052606e-05,0,0.25667828106852497,1,0.9134084214765417,0,0.7430384454221977,True,0.17692307692307693,0.0,0,0.958357766450835,0
0.9302325581395365,0.2267037552155772,0.6115621513012817,0.6206502044547602,0.7712408270790556,0.21794871794871828,0.1111111111111111,0.17369727047146388,0.6031746031746031,False,0.28876331100274955,0,0.20905923344947736,0,0.859143532088618,0,0.5150277200811124,False,0.14871794871794872,0.052808374345754236,0,0.917888322541755,1
0.7674418604651123,0.16689847009735745,0.4519900226101645,0.5690903815941448,0.7077447427784667,0.3108974358974361,0.1111111111111111,0.16377171215880892,0.6428571428571429,True,0.28150207355420864,1,0.12775842044134728,0,0.751771632559397,0,0.35408940863374827,False,0.24358974358974358,0.051480353097414264,0,0.9305388681349774,0
0.9767441860465098,0.3574408901251739,0.8725968857775015,0.5520935401054299,0.9317172285705579,0.22435897435897445,0.1111111111111111,0.5086848635235728,0.4841269841269842,True,4.557261996992207e-05,0,0.35540069686411146,0,0.9507964703241178,0,0.8831474444399863,True,0.24358974358974358,0.0,0,0.9230510573559744,1
0.9767441860465098,0.14325452016689846,0.5373884929607715,0.6206502044547602,0.8077092913638606,0.2724358974358976,0.1111111111111111,0.4441687344913152,0.653968253968254,False,0.021148733840708502,1,0.1289198606271777,0,0.8473051061608421,0,0.5604026273228722,False,0.19230769230769232,0.0,0,0.917888322541755,0
0.9534883720930196,0.2267037552155772,0.631933180409807,0.5404229230188138,0.859952408539594,0.18269230769230793,0.1111111111111111,0.29032258064516125,0.6031746031746031,True,4.557261996992207e-05,0,0.20905923344947736,0,0.8970419381120489,0,0.5690473228394097,True,0.21538461538461537,0.0,0,0.9105768402750724,1
0.8837209302325562,0.2684283727399165,0.6481587630135393,0.6400282459588027,0.7853796146239529,0.16987179487179516,0.1111111111111111,0.18858560794044665,0.6666666666666666,True,0.1756490300627383,0,0.19163763066202089,1,0.847706019768478,0,0.5577527120419421,False,0.17692307692307693,0.04351222560737442,0,0.958357766450835,0
0.8837209302325562,0.4965229485396384,0.7928991707354534,0.5755880469233254,0.8336873646752756,0.27884615384615397,0.5555555555555556,0.40446650124069494,0.6428571428571429,True,0.14265749137917938,0,0.3786295005807201,0,0.8825775384384928,0,0.7051219655640355,False,0.1794871794871795,0.448871181938911,0,0.922070998880519,0
0.9069767441860463,0.3852573018080667,0.8087056380295181,0.5864047164182375,0.8999984006459771,0.3044871794871795,0.5555555555555556,0.3697270471464018,0.6190476190476191,True,0.12008081544607999,0,0.3588850174216028,0,0.9245339460285888,0,0.8114596086004964,False,0.5641025641025641,0.005312084993359893,0,0.9127419903798445,1
0.9767441860465098,0.09735744089012516,0.7151662360945055,0.562225956722374,0.8599823895434671,0.18910256410256432,0.1111111111111111,0.0992555831265507,0.4126984126984127,True,0.0,0,0.08362369337979093,0,0.9002680273629111,0,0.6813116562371384,True,0.0743589743589744,0.0,0,0.9217757511389592,1
0.9069767441860463,0.4478442280945758,0.8179513960674478,0.05837498152517284,0.9088516798775805,0.12179487179487203,0.5555555555555556,0.3548387096774195,0.6031746031746031,False,0.20531680566315758,0,0.39372822299651566,0,0.9205211734758396,0,0.8369907554410387,False,0.4358974358974359,7.81188969611749e-05,0,0.9852622169004729,1
0.9069767441860463,0.1446453407510431,0.6043322125452344,0.6069541988493601,0.7651476072576646,0.17307692307692335,0.1111111111111111,0.1712158808933002,0.746031746031746,True,0.09488827112670707,1,0.11382113821138211,0,0.8190631774210264,0,0.5556671320744759,False,0.2512820512820513,0.14342629482071712,0,0.9158625949816085,0
0.9767441860465098,0.09596662030598052,0.7593057014589688,0.5521373322896199,0.8656609985140074,0.16987179487179516,0.1111111111111111,0.12903225806451601,0.19047619047619047,True,0.0,1,0.12775842044134728,0,0.8987532348522396,0,0.7017231376856583,True,0.10769230769230767,0.0,0,0.9121227902551842,1
0.9767441860465098,0.301808066759388,0.7355641824637662,0.6400282459588027,0.8708114532140159,0.14423076923076938,0.3333333333333333,0.4764267990074438,0.6031746031746031,True,3.0381746646614713e-06,0,0.21602787456445993,1,0.9091127583003009,1,0.7323640181313134,True,0.4,0.0,0,0.958357766450835,0
0.9767441860465098,0.15716272600834494,0.7254787912756246,0.5690903815941448,0.875955507760702,0.3301282051282053,0.1111111111111111,0.18858560794044665,0.6031746031746031,True,3.0381746646614713e-05,1,0.12427409988385597,0,0.9022217343867225,0,0.7166216715001243,True,0.17692307692307693,0.0,0,0.9305388681349774,0
0.9069767441860463,0.14881780250347706,0.5736152538388459,0.5921798107082843,0.7667239034846485,0.17628205128205132,0.1111111111111111,0.2084367245657568,0.6031746031746031,True,0.19349830621762446,0,0.12078977932636469,0,0.838321281032808,0,0.5243164320148592,False,0.21538461538461537,0.041793609874228574,1,0.9287386770440781,0
